"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 06월 25일","307.35","303.47","307.64","301.28","89.47M","1.07%"
"2020년 06월 24일","304.09","309.84","310.51","302.10","132.81M","-2.55%"
"2020년 06월 23일","312.05","313.49","314.50","311.61","68.47M","0.46%"
"2020년 06월 22일","310.62","307.99","311.05","306.75","74.65M","0.64%"
"2020년 06월 19일","308.64","314.17","314.38","306.53","135.55M","-1.01%"
"2020년 06월 18일","311.78","310.00","312.30","309.51","80.83M","0.04%"
"2020년 06월 17일","311.66","314.07","314.39","310.86","83.40M","-0.42%"
"2020년 06월 16일","312.96","315.48","315.64","307.67","137.63M","1.92%"
"2020년 06월 15일","307.05","298.02","308.28","296.74","135.78M","0.93%"
"2020년 06월 12일","304.21","308.24","309.08","298.60","194.68M","1.20%"
"2020년 06월 11일","300.61","311.46","312.15","300.01","209.24M","-5.76%"
"2020년 06월 10일","319.00","321.42","322.39","318.22","95.00M","-0.56%"
"2020년 06월 09일","320.79","320.30","323.28","319.36","77.48M","-0.75%"
"2020년 06월 08일","323.20","320.22","323.41","319.63","73.64M","1.21%"
"2020년 06월 05일","319.34","317.23","321.27","317.16","150.52M","2.56%"
"2020년 06월 04일","311.36","311.11","313.00","309.08","75.79M","-0.26%"
"2020년 06월 03일","312.18","310.24","313.22","309.94","92.57M","1.33%"
"2020년 06월 02일","308.08","306.55","308.13","305.10","74.27M","0.83%"
"2020년 06월 01일","305.55","303.62","306.20","303.06","56.78M","0.40%"
"2020년 05월 29일","304.32","302.46","304.96","299.47","119.27M","0.45%"
"2020년 05월 28일","302.97","304.65","306.84","302.24","90.77M","-0.18%"
"2020년 05월 27일","303.53","302.12","303.57","296.87","104.82M","1.49%"
"2020년 05월 26일","299.08","301.93","302.19","295.46","88.95M","1.23%"
"2020년 05월 22일","295.44","294.57","295.63","293.22","63.96M","0.19%"
"2020년 05월 21일","294.88","296.79","297.67","293.69","78.29M","-0.69%"
"2020년 05월 20일","296.93","295.82","297.87","295.57","85.86M","1.70%"
"2020년 05월 19일","291.97","294.35","296.20","291.95","95.19M","-1.03%"
"2020년 05월 18일","295.00","293.05","296.75","292.70","120.32M","3.05%"
"2020년 05월 15일","286.28","282.37","286.33","281.34","111.15M","0.46%"
"2020년 05월 14일","284.97","278.95","285.11","272.99","121.98M","1.20%"
"2020년 05월 13일","281.60","286.06","287.19","278.96","144.72M","-1.77%"
"2020년 05월 12일","286.67","293.79","294.24","286.52","95.87M","-1.99%"
"2020년 05월 11일","292.50","290.34","294.00","289.88","79.51M","0.02%"
"2020년 05월 08일","292.44","291.09","292.95","289.86","76.62M","1.65%"
"2020년 05월 07일","287.68","287.75","289.78","287.13","75.25M","1.21%"
"2020년 05월 06일","284.25","288.04","288.46","283.78","73.63M","-0.68%"
"2020년 05월 05일","286.19","286.64","289.25","283.71","79.57M","0.92%"
"2020년 05월 04일","283.57","280.74","283.90","279.13","80.87M","0.28%"
"2020년 05월 01일","282.79","285.31","290.66","281.52","125.18M","-2.65%"
"2020년 04월 30일","290.48","291.71","293.32","288.59","122.90M","-0.93%"
"2020년 04월 29일","293.21","291.53","294.88","290.41","118.75M","2.62%"
"2020년 04월 28일","285.73","291.02","291.40","285.40","105.27M","-0.46%"
"2020년 04월 27일","287.05","285.12","288.27","284.62","77.90M","1.44%"
"2020년 04월 24일","282.97","280.73","283.70","278.50","85.17M","1.39%"
"2020년 04월 23일","279.08","280.49","283.94","278.75","104.71M","-0.01%"
"2020년 04월 22일","279.10","278.35","281.00","276.91","93.52M","2.22%"
"2020년 04월 21일","273.04","276.73","278.04","272.02","126.39M","-3.04%"
"2020년 04월 20일","281.59","282.61","286.79","281.35","100.11M","-1.76%"
"2020년 04월 17일","286.64","285.38","287.30","282.40","146.68M","2.70%"
"2020년 04월 16일","279.10","279.15","280.03","275.76","131.80M","0.48%"
"2020년 04월 15일","277.76","277.57","283.94","275.46","121.78M","-2.12%"
"2020년 04월 14일","283.79","280.98","284.90","275.51","134.14M","2.95%"
"2020년 04월 13일","275.66","277.14","277.51","271.41","114.84M","-0.91%"
"2020년 04월 09일","278.20","277.58","281.20","275.47","190.28M","1.52%"
"2020년 04월 08일","274.03","267.96","276.00","265.25","153.77M","3.36%"
"2020년 04월 07일","265.13","274.21","275.03","264.89","201.43M","0.10%"
"2020년 04월 06일","264.86","257.84","267.00","248.17","188.06M","6.72%"
"2020년 04월 03일","248.19","250.76","253.32","245.22","135.56M","-1.45%"
"2020년 04월 02일","251.83","245.19","252.68","244.59","177.66M","2.31%"
"2020년 04월 01일","246.15","247.98","257.66","243.90","189.55M","-4.50%"
"2020년 03월 31일","257.75","260.56","263.33","256.22","194.88M","-1.49%"
"2020년 03월 30일","261.65","255.70","262.43","253.53","170.96M","3.25%"
"2020년 03월 27일","253.42","253.27","260.81","251.05","224.34M","-2.98%"
"2020년 03월 26일","261.20","249.52","262.80","249.05","257.63M","5.84%"
"2020년 03월 25일","246.79","244.87","256.35","239.75","299.43M","1.50%"
"2020년 03월 24일","243.15","234.42","244.10","233.80","235.49M","9.06%"
"2020년 03월 23일","222.95","228.19","229.68","218.26","326.03M","-2.56%"
"2020년 03월 20일","228.80","242.53","244.47","228.50","347.16M","-4.87%"
"2020년 03월 19일","240.51","239.25","247.38","232.22","289.32M","0.21%"
"2020년 03월 18일","240.00","236.25","248.37","228.02","327.60M","-5.06%"
"2020년 03월 17일","252.80","245.04","256.17","237.07","262.07M","5.40%"
"2020년 03월 16일","239.85","241.18","256.90","237.36","297.24M","-10.94%"
"2020년 03월 13일","269.32","263.09","271.48","248.52","329.57M","8.55%"
"2020년 03월 12일","248.11","256.00","266.66","247.68","392.22M","-9.57%"
"2020년 03월 11일","274.36","280.70","281.94","270.88","256.42M","-4.87%"
"2020년 03월 10일","288.42","284.64","288.52","273.50","276.44M","5.17%"
"2020년 03월 09일","274.23","275.30","284.19","273.45","309.42M","-7.81%"
"2020년 03월 06일","297.46","293.15","298.78","290.23","228.67M","-1.65%"
"2020년 03월 05일","302.46","304.98","308.47","300.01","186.37M","-3.32%"
"2020년 03월 04일","312.86","306.12","313.10","303.33","176.61M","4.20%"
"2020년 03월 03일","300.24","309.50","313.84","297.57","300.14M","-2.86%"
"2020년 03월 02일","309.09","298.21","309.16","294.46","238.70M","4.33%"
"2020년 02월 28일","296.26","288.70","297.89","285.54","385.76M","-0.42%"
"2020년 02월 27일","297.51","305.46","311.56","297.51","284.35M","-4.49%"
"2020년 02월 26일","311.50","314.18","318.11","310.70","194.77M","-0.37%"
"2020년 02월 25일","312.65","323.94","324.61","311.69","218.91M","-3.03%"
"2020년 02월 24일","322.42","323.14","333.56","321.24","161.09M","-3.32%"
"2020년 02월 21일","333.48","335.47","335.81","332.58","113.79M","-1.03%"
"2020년 02월 20일","336.95","337.74","338.64","333.68","74.16M","-0.41%"
"2020년 02월 19일","338.34","337.79","339.08","337.48","48.81M","0.48%"
"2020년 02월 18일","336.73","336.51","337.67","335.21","57.34M","-0.26%"
"2020년 02월 14일","337.60","337.51","337.73","336.20","64.58M","0.16%"
"2020년 02월 13일","337.06","335.86","338.12","335.56","54.50M","-0.11%"
"2020년 02월 12일","337.42","336.83","337.65","336.43","43.99M","0.64%"
"2020년 02월 11일","335.26","336.16","337.02","334.68","54.86M","0.17%"
"2020년 02월 10일","334.68","331.23","334.75","331.19","42.07M","0.75%"
"2020년 02월 07일","332.20","332.82","333.99","331.60","64.14M","-0.53%"
"2020년 02월 06일","333.98","333.91","334.19","332.80","50.36M","0.34%"
"2020년 02월 05일","332.86","332.27","333.09","330.67","65.95M","1.15%"
"2020년 02월 04일","329.06","328.07","330.01","327.72","62.57M","1.52%"
"2020년 02월 03일","324.12","323.35","326.16","323.22","69.24M","0.74%"
"2020년 01월 31일","321.73","327.00","327.17","320.73","113.85M","-1.82%"
"2020년 01월 30일","327.68","324.36","327.91","323.54","75.49M","0.32%"
"2020년 01월 29일","326.62","328.38","328.63","326.40","54.04M","-0.08%"
"2020년 01월 28일","326.89","325.06","327.85","323.60","63.83M","1.05%"
"2020년 01월 27일","323.50","323.03","325.12","322.66","84.06M","-1.60%"
"2020년 01월 24일","328.77","332.44","332.53","327.36","87.58M","-0.89%"
"2020년 01월 23일","331.72","330.63","332.17","329.41","51.96M","0.11%"
"2020년 01월 22일","331.34","332.24","332.95","331.17","48.91M","0.01%"
"2020년 01월 21일","331.30","330.90","332.18","330.82","77.74M","-0.20%"
"2020년 01월 17일","331.95","331.70","332.18","330.85","95.85M","0.31%"
"2020년 01월 16일","330.92","329.70","330.92","329.45","54.05M","0.83%"
"2020년 01월 15일","328.19","327.35","329.02","327.26","72.06M","0.23%"
"2020년 01월 14일","327.45","327.47","328.62","326.84","63.04M","-0.15%"
"2020년 01월 13일","327.95","326.39","327.96","325.92","47.26M","0.69%"
"2020년 01월 10일","325.71","327.29","327.46","325.20","53.06M","-0.29%"
"2020년 01월 09일","326.65","326.16","326.73","325.52","48.57M","0.68%"
"2020년 01월 08일","324.45","322.94","325.78","322.67","68.43M","0.53%"
"2020년 01월 07일","322.73","323.02","323.54","322.24","42.85M","-0.28%"
"2020년 01월 06일","323.64","320.49","323.73","320.36","55.76M","0.38%"
"2020년 01월 03일","322.41","321.16","323.64","321.10","77.78M","-0.76%"
"2020년 01월 02일","324.87","323.54","324.89","322.53","59.25M","0.94%"
"2019년 12월 31일","321.86","320.53","322.13","320.15","57.11M","0.24%"
"2019년 12월 30일","321.08","322.95","323.10","320.55","49.78M","-0.55%"
"2019년 12월 27일","322.86","323.74","323.80","322.28","42.55M","-0.02%"
"2019년 12월 26일","322.94","321.65","322.95","321.64","31.02M","0.53%"
"2019년 12월 24일","321.23","321.47","321.52","320.90","20.27M","0.00%"
"2019년 12월 23일","321.22","321.59","321.65","321.06","53.02M","0.15%"
"2019년 12월 20일","320.73","320.46","321.97","319.39","149.34M","-0.05%"
"2019년 12월 19일","320.90","319.80","320.98","319.52","85.39M","0.41%"
"2019년 12월 18일","319.59","320.00","320.25","319.53","48.20M","0.01%"
"2019년 12월 17일","319.57","319.92","320.25","319.48","61.13M","0.02%"
"2019년 12월 16일","319.50","319.22","320.15","317.25","82.84M","0.69%"
"2019년 12월 13일","317.32","316.87","318.67","316.02","81.55M","0.06%"
"2019년 12월 12일","317.13","314.43","317.99","314.17","96.59M","0.86%"
"2019년 12월 11일","314.42","314.03","314.70","313.44","53.52M","0.28%"
"2019년 12월 10일","313.53","313.82","314.55","312.81","53.11M","-0.11%"
"2019년 12월 09일","313.88","314.44","315.18","313.80","34.90M","-0.31%"
"2019년 12월 06일","314.87","314.12","315.31","314.11","48.96M","0.91%"
"2019년 12월 05일","312.02","312.23","312.25","310.58","40.78M","0.18%"
"2019년 12월 04일","311.46","310.70","312.12","310.32","49.19M","0.62%"
"2019년 12월 03일","309.55","308.65","309.64","307.13","75.17M","-0.67%"
"2019년 12월 02일","311.64","314.59","314.66","311.17","76.11M","-0.85%"
"2019년 11월 29일","314.31","314.86","315.13","314.06","36.59M","-0.37%"
"2019년 11월 27일","315.48","314.61","315.48","314.37","44.79M","0.45%"
"2019년 11월 26일","314.08","313.41","314.28","313.06","37.73M","0.23%"
"2019년 11월 25일","313.37","311.98","313.37","311.98","48.76M","0.78%"
"2019년 11월 22일","310.96","311.09","311.24","309.85","44.85M","0.22%"
"2019년 11월 21일","310.27","310.89","311.01","309.39","54.66M","-0.16%"
"2019년 11월 20일","310.77","311.28","311.85","309.06","79.70M","-0.37%"
"2019년 11월 19일","311.93","312.68","312.69","311.22","67.93M","-0.03%"
"2019년 11월 18일","312.02","311.53","312.28","311.03","49.33M","0.07%"
"2019년 11월 15일","311.79","311.02","311.84","310.26","62.71M","0.72%"
"2019년 11월 14일","309.55","308.79","309.64","308.09","52.00M","0.15%"
"2019년 11월 13일","309.10","307.91","309.54","307.66","54.46M","0.03%"
"2019년 11월 12일","309.00","308.75","309.99","308.15","46.48M","0.21%"
"2019년 11월 11일","308.35","307.42","308.54","307.27","35.93M","-0.19%"
"2019년 11월 08일","308.94","307.80","309.00","307.03","49.07M","0.25%"
"2019년 11월 07일","308.18","308.57","309.65","307.66","54.27M","0.35%"
"2019년 11월 06일","307.10","307.03","307.40","306.06","46.49M","0.02%"
"2019년 11월 05일","307.03","307.59","307.92","306.71","42.93M","-0.11%"
"2019년 11월 04일","307.37","307.85","308.00","306.96","60.61M","0.40%"
"2019년 11월 01일","306.14","304.92","306.19","304.74","71.14M","0.93%"
"2019년 10월 31일","303.33","304.13","304.13","301.73","69.05M","-0.27%"
"2019년 10월 30일","304.14","303.43","304.55","301.99","49.64M","0.31%"
"2019년 10월 29일","303.21","303.00","304.23","302.86","44.28M","-0.03%"
"2019년 10월 28일","303.30","302.94","303.85","302.91","42.15M","0.56%"
"2019년 10월 25일","301.60","299.74","302.20","299.68","45.21M","0.41%"
"2019년 10월 24일","300.37","300.91","301.07","299.46","35.86M","0.16%"
"2019년 10월 23일","299.88","298.73","299.94","298.50","34.99M","0.29%"
"2019년 10월 22일","299.01","300.58","300.90","298.91","49.13M","-0.33%"
"2019년 10월 21일","299.99","299.42","300.21","298.94","39.46M","0.68%"
"2019년 10월 18일","297.97","298.69","299.39","296.99","64.34M","-0.44%"
"2019년 10월 17일","299.28","299.68","300.24","298.51","46.78M","0.29%"
"2019년 10월 16일","298.40","298.37","299.16","297.92","50.56M","-0.16%"
"2019년 10월 15일","298.88","297.10","299.70","296.97","47.83M","0.99%"
"2019년 10월 14일","295.95","295.93","296.67","295.57","40.55M","-0.11%"
"2019년 10월 11일","296.28","296.27","298.74","296.14","101.23M","1.04%"
"2019년 10월 10일","293.24","291.18","294.21","291.00","57.26M","0.68%"
"2019년 10월 09일","291.27","290.75","292.30","288.66","65.71M","0.95%"
"2019년 10월 08일","288.53","291.04","291.85","288.49","101.58M","-1.55%"
"2019년 10월 07일","293.08","293.47","295.26","292.77","60.66M","-0.43%"
"2019년 10월 04일","294.35","291.14","294.63","290.82","66.70M","1.35%"
"2019년 10월 03일","290.42","287.81","290.45","284.82","85.91M","0.82%"
"2019년 10월 02일","288.06","291.50","291.51","286.64","124.52M","-1.77%"
"2019년 10월 01일","293.24","297.74","298.45","293.00","89.90M","-1.19%"
"2019년 09월 30일","296.77","295.97","297.55","295.92","52.56M","0.46%"
"2019년 09월 27일","295.40","297.83","297.95","293.69","84.78M","-0.54%"
"2019년 09월 26일","297.00","297.63","297.86","295.45","58.72M","-0.21%"
"2019년 09월 25일","297.62","295.96","298.11","294.33","73.43M","0.59%"
"2019년 09월 24일","295.87","299.41","299.84","294.81","97.37M","-0.78%"
"2019년 09월 23일","298.21","297.55","299.00","297.27","47.54M","-0.02%"
"2019년 09월 20일","298.28","300.36","300.67","297.41","97.46M","-0.93%"
"2019년 09월 19일","301.08","301.53","302.63","300.71","78.10M","-0.01%"
"2019년 09월 18일","301.10","300.49","301.22","298.24","74.19M","0.06%"
"2019년 09월 17일","300.92","299.94","301.02","299.75","42.90M","0.25%"
"2019년 09월 16일","300.16","299.84","301.14","299.45","58.19M","-0.31%"
"2019년 09월 13일","301.09","301.78","302.17","300.68","62.10M","-0.07%"
"2019년 09월 12일","301.29","301.25","302.46","300.41","72.91M","0.35%"
"2019년 09월 11일","300.25","298.47","300.34","297.75","68.82M","0.71%"
"2019년 09월 10일","298.13","297.36","298.20","295.97","57.95M","-0.02%"
"2019년 09월 09일","298.20","299.14","299.24","297.16","51.26M","0.05%"
"2019년 09월 06일","298.05","298.17","298.76","297.42","49.58M","0.08%"
"2019년 09월 05일","297.82","296.79","298.83","294.00","83.36M","1.29%"
"2019년 09월 04일","294.04","293.14","294.06","292.31","47.00M","1.14%"
"2019년 09월 03일","290.74","290.57","291.58","289.27","69.23M","-0.58%"
"2019년 08월 30일","292.45","294.22","294.24","291.42","62.96M","-0.04%"
"2019년 08월 29일","292.58","291.72","293.16","290.61","58.00M","1.28%"
"2019년 08월 28일","288.89","286.14","289.07","285.25","59.85M","0.70%"
"2019년 08월 27일","286.87","289.54","289.95","286.03","68.26M","-0.39%"
"2019년 08월 26일","288.00","287.27","288.00","285.58","72.62M","1.11%"
"2019년 08월 23일","284.85","290.92","292.76","283.47","149.32M","-2.57%"
"2019년 08월 22일","292.36","293.23","293.93","290.40","51.74M","-0.03%"
"2019년 08월 21일","292.45","292.48","292.86","291.72","49.72M","0.81%"
"2019년 08월 20일","290.09","291.77","292.36","289.95","51.65M","-0.77%"
"2019년 08월 19일","292.33","292.19","293.08","291.44","53.64M","1.20%"
"2019년 08월 16일","288.85","286.48","289.33","284.71","85.83M","1.48%"
"2019년 08월 15일","284.65","284.88","285.64","282.39","101.93M","0.26%"
"2019년 08월 14일","283.90","288.07","292.46","283.76","135.62M","-2.96%"
"2019년 08월 13일","292.55","287.74","294.15","287.36","94.79M","1.56%"
"2019년 08월 12일","288.07","289.96","291.61","287.02","65.53M","-1.22%"
"2019년 08월 09일","291.62","292.58","293.24","289.65","93.73M","-0.68%"
"2019년 08월 08일","293.62","289.62","293.62","289.01","87.71M","1.96%"
"2019년 08월 07일","287.97","284.40","288.82","282.04","140.57M","0.06%"
"2019년 08월 06일","287.80","285.91","288.04","284.28","120.71M","1.40%"
"2019년 08월 05일","283.82","288.09","288.21","281.72","178.75M","-3.01%"
"2019년 08월 02일","292.62","293.85","294.12","290.90","116.75M","-0.75%"
"2019년 08월 01일","294.84","297.60","300.87","293.96","142.65M","-0.87%"
"2019년 07월 31일","297.43","300.99","301.20","295.20","104.25M","-1.09%"
"2019년 07월 30일","300.72","299.91","301.17","299.49","45.85M","-0.25%"
"2019년 07월 29일","301.46","301.88","301.93","300.85","38.13M","-0.18%"
"2019년 07월 26일","302.01","300.76","302.23","300.62","45.08M","0.67%"
"2019년 07월 25일","300.00","300.94","301.00","299.11","55.39M","-0.48%"
"2019년 07월 24일","301.44","299.19","301.44","299.09","47.21M","0.47%"
"2019년 07월 23일","300.03","299.14","300.03","298.22","44.66M","0.72%"
"2019년 07월 22일","297.90","297.61","298.50","297.04","43.69M","0.25%"
"2019년 07월 19일","297.17","300.04","300.07","296.96","71.08M","-0.56%"
"2019년 07월 18일","298.83","297.19","299.25","296.70","51.70M","0.37%"
"2019년 07월 17일","297.74","299.75","299.93","297.74","44.10M","-0.66%"
"2019년 07월 16일","299.71","300.65","300.88","299.44","40.57M","-0.35%"
"2019년 07월 15일","300.75","301.13","301.13","300.19","33.91M","0.03%"
"2019년 07월 12일","300.65","299.85","300.73","299.51","40.35M","0.45%"
"2019년 07월 11일","299.31","299.32","299.58","298.20","50.89M","0.23%"
"2019년 07월 10일","298.61","298.37","299.66","297.78","58.60M","0.48%"
"2019년 07월 09일","297.19","295.54","297.52","295.48","41.10M","0.12%"
"2019년 07월 08일","296.82","297.01","298.26","296.22","45.84M","-0.55%"
"2019년 07월 05일","298.46","297.44","298.64","296.01","51.68M","-0.11%"
"2019년 07월 03일","298.80","297.18","298.82","297.02","40.90M","0.80%"
"2019년 07월 02일","296.43","295.61","296.49","294.68","61.50M","0.26%"
"2019년 07월 01일","295.66","296.68","296.92","294.33","79.11M","0.91%"
"2019년 06월 28일","293.00","292.58","293.55","292.01","59.35M","0.51%"
"2019년 06월 27일","291.50","291.31","292.06","290.89","40.36M","0.35%"
"2019년 06월 26일","290.47","291.75","292.31","290.35","51.58M","-0.10%"
"2019년 06월 25일","290.76","293.70","293.73","290.64","82.03M","-0.98%"
"2019년 06월 24일","293.64","294.23","294.58","293.47","47.58M","-0.12%"
"2019년 06월 21일","294.00","294.13","295.52","293.76","83.31M","-0.63%"
"2019년 06월 20일","295.86","296.04","296.31","293.13","116.57M","0.96%"
"2019년 06월 19일","293.06","292.55","293.65","291.47","78.67M","0.23%"
"2019년 06월 18일","292.40","291.39","293.57","290.99","85.43M","1.05%"
"2019년 06월 17일","289.37","289.52","290.22","289.18","39.21M","0.04%"
"2019년 06월 14일","289.26","289.26","289.93","288.41","52.32M","-0.11%"
"2019년 06월 13일","289.58","289.40","289.98","288.62","48.95M","0.41%"
"2019년 06월 12일","288.39","288.64","289.26","287.81","47.10M","-0.18%"
"2019년 06월 11일","288.90","290.99","291.40","288.18","58.64M","-0.02%"
"2019년 06월 10일","288.97","289.37","290.82","288.87","60.80M","0.46%"
"2019년 06월 07일","287.65","285.93","288.85","285.74","74.27M","1.00%"
"2019년 06월 06일","284.80","283.29","285.55","282.57","69.43M","0.65%"
"2019년 06월 05일","282.96","282.33","282.99","280.32","71.17M","0.87%"
"2019년 06월 04일","280.53","277.12","280.68","276.62","77.23M","2.17%"
"2019년 06월 03일","274.57","275.31","276.55","273.09","96.43M","-0.25%"
"2019년 05월 31일","275.27","276.20","277.12","275.24","86.86M","-1.35%"
"2019년 05월 30일","279.03","279.11","280.04","277.81","62.52M","0.27%"
"2019년 05월 29일","278.27","278.91","279.36","276.71","104.97M","-0.67%"
"2019년 05월 28일","280.15","283.09","284.15","280.13","70.03M","-0.93%"
"2019년 05월 24일","282.78","283.74","284.20","282.09","55.27M","0.23%"
"2019년 05월 23일","282.14","283.16","283.21","280.57","98.73M","-1.22%"
"2019년 05월 22일","285.63","285.45","286.69","285.10","49.48M","-0.31%"
"2019년 05월 21일","286.51","285.83","286.93","285.55","46.85M","0.90%"
"2019년 05월 20일","283.95","284.06","285.43","283.12","62.88M","-0.66%"
"2019년 05월 17일","285.84","285.14","288.60","285.12","100.35M","-0.65%"
"2019년 05월 16일","287.70","285.84","289.21","285.76","76.75M","0.93%"
"2019년 05월 15일","285.06","281.59","285.77","281.36","73.96M","0.59%"
"2019년 05월 14일","283.40","281.99","285.10","281.85","77.00M","0.90%"
"2019년 05월 13일","280.86","282.42","283.49","279.93","127.29M","-2.51%"
"2019년 05월 10일","288.10","285.62","288.94","282.30","112.43M","0.50%"
"2019년 05월 09일","286.66","285.23","287.33","283.30","103.47M","-0.30%"
"2019년 05월 08일","287.53","287.53","289.43","286.87","91.57M","-0.14%"
"2019년 05월 07일","287.93","290.15","290.81","285.81","144.73M","-1.67%"
"2019년 05월 06일","292.82","289.25","293.31","288.90","107.20M","-0.41%"
"2019년 05월 03일","294.03","292.82","294.34","291.30","56.54M","0.98%"
"2019년 05월 02일","291.18","291.68","292.70","289.52","65.03M","-0.22%"
"2019년 05월 01일","291.81","294.72","294.95","291.80","71.67M","-0.75%"
"2019년 04월 30일","294.02","293.49","294.34","291.92","81.11M","0.05%"
"2019년 04월 29일","293.87","293.51","294.45","293.41","57.20M","0.16%"
"2019년 04월 26일","293.41","292.10","293.49","291.24","50.92M","0.47%"
"2019년 04월 25일","292.05","292.12","292.78","290.73","57.77M","-0.06%"
"2019년 04월 24일","292.23","292.79","293.16","292.07","50.39M","-0.22%"
"2019년 04월 23일","292.88","290.68","293.14","290.42","52.25M","0.90%"
"2019년 04월 22일","290.27","289.17","290.44","289.07","40.16M","0.09%"
"2019년 04월 18일","290.02","290.10","290.32","288.66","68.71M","0.20%"
"2019년 04월 17일","289.45","291.40","291.43","288.99","58.27M","-0.24%"
"2019년 04월 16일","290.16","290.95","291.01","289.50","52.15M","0.07%"
"2019년 04월 15일","289.97","290.24","290.35","289.07","49.60M","-0.07%"
"2019년 04월 12일","290.16","290.00","290.47","288.26","69.73M","0.68%"
"2019년 04월 11일","288.21","288.83","288.84","287.58","55.09M","-0.03%"
"2019년 04월 10일","288.29","287.77","288.39","287.31","52.60M","0.34%"
"2019년 04월 09일","287.31","287.72","288.08","286.70","66.14M","-0.51%"
"2019년 04월 08일","288.79","288.10","288.91","287.37","53.57M","0.08%"
"2019년 04월 05일","288.57","287.92","288.63","287.60","58.62M","0.48%"
"2019년 04월 04일","287.18","286.78","287.46","286.01","49.00M","0.27%"
"2019년 04월 03일","286.42","287.32","287.76","285.75","68.24M","0.16%"
"2019년 04월 02일","285.97","286.04","286.23","285.09","40.07M","0.05%"
"2019년 04월 01일","285.83","284.70","286.16","284.40","77.62M","1.19%"
